PATH,PATH_WITHOUT_REVISION,PART_NUMBER,REVISION,PRODUCT_NAME,PRODUCTION_STATE,INDENT_LEVEL,UOM,TRACKING,IS_CONSUMABLE_STORABLE,PARENT_BOM,PARENT_REVISION,TOP_LEVEL_BOM,TOP_LEVEL_REVISION,QUANTITY,PROCUREMENT_INTENT,ADJUSTED_QUANTITY,ADJUSTED_PROCUREMENT_INTENT,GLOBAL_ALTERNATE_PART_NUMBERS,SUBSTITUTE_PART_NUMBERS,Supply Plan and On-Hand Alternates,Latest PO,Latest Supplier,Latest PO Creation Date,Product,Variant,System,Subsystem,Gross Demand for BOM Line in past 8 weeks,Net Total Demand for Part Number in past 8 weeks,Current Week Realized Demand Consumption (each),Gross Demand for BOM Line in next 8 weeks,Net Total Demand for Part Number in next 8 weeks,"Quantity Received, 8-Week Rolling Average (each)","Quantity Received, Average Since Last Receipt (each)",Current On-Hand Quantity (each),On Hand Delta to Current Week Demand (each),Current Quarantine Quantity (each),Current Week Realized Supply (each),"Total Supply Plan, next 8 weeks (each)","Average Supply Plan, next 8 weeks (each)","Quantity Received, 8-Week Rolling Average (each) with alternates","Quantity Received, Average Since Last Receipt (each) with alternates",Current On-Hand Quantity (each) with alternates,Current Quarantine Quantity (each) with alternates,Current Week Realized Supply (each) with alternates,"Total Supply Plan, next 8 weeks (each) with alternates","Average Supply Plan, next 8 weeks (each) with alternates",On Hand Inventory Status,Supply Plan Status,Avg Shipments Status
|20000-007|E|,|20000-007|,20000-007,E,"ZIP, P2",Development,0,Unit,serial,False,,,20000-007,E,1.0,make,1.0,make,,,,,,,Aircraft,P2 EV2,Aircraft TLA,Aircraft TLA,120.0,115.0,5.0,15.0,10.0,0.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|0109350-000|A|,|20000-007|0109350-000|,0109350-000,A,"UPPER FOAM WITH COMP LIMITER, ZIP, P2",Commercial Operations,1,Unit,,False,20000-007,E,20000-007,E,1.0,make,1.0,make,,,,,,,Aircraft,P2 EV2,Upper Foam,Upper Foam,120.0,120.0,0.0,15.0,15.0,0.0,0.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|0109350-000|A|22623-012|A|,|20000-007|0109350-000|22623-012|,22623-012,A,"UPPER FOAM, UPPER FOAM ASSY, ZIP, P2",Commercial Operations,2,Unit,,False,0109350-000,A,20000-007,E,1.0,buy,1.0,zipline_buy,,,,102616,"Duobangmei New Materials (Dongguan) Co., Ltd",2025-12-04 11:10:05.333585,Aircraft,P2 EV2,Upper Foam,Upper Foam,120.0,120.0,0.0,15.0,15.0,2.5,0.2,230.0,215.0,20.0,0.0,0.0,0.0,2.5,0.2,230.0,20.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|0109350-000|A|34475-000|B|,|20000-007|0109350-000|34475-000|,34475-000,B,"9MM COMP LIMITER, UPPER FOAM ASSY, ZIP, P2",Commercial Operations,2,Unit,,False,0109350-000,A,20000-007,E,8.0,buy,8.0,zipline_buy,,,,101363,HORD RAPIDTOOLS MANUFACTURING LIMITED,2025-09-18 12:31:48.526252,Aircraft,P2 EV2,Upper Foam,Upper Foam,960.0,560.0,400.0,120.0,-280.0,0.0,0.00845888538754765,331.0,611.0,5423.0,0.0,0.0,0.0,0.0,0.00845888538754765,331.0,5423.0,0.0,0.0,0.0,>= 3 weeks of demand,>= 100% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|,|20000-007|18480-006|,18480-006,M,"PARALAND ASSY, ZIP, P2",Commercial Operations,1,Unit,serial,False,20000-007,E,20000-007,E,1.0,make,1.0,make,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,120.0,106.0,14.0,15.0,1.0,0.0,0.0,72.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|02084-000|A|,|20000-007|18480-006|02084-000|,02084-000,A,GORE VENT,Commercial Operations,2,Unit,,True,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,104826,Sealing Devices Inc,2026-04-09 12:52:29.168838,Aircraft,P2 EV2,Paraland,Paraland,120.0,764.0,0.0,15.0,806.0,162.5,0.0007692307692307692,2593.0,2496.0,0.0,0.0,0.0,0.0,162.5,0.0007692307692307692,2593.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,>= 100% of total demand past 8 weeks
|20000-007|E|18480-006|M|07685-000|B|,|20000-007|18480-006|07685-000|,07685-000,B,"COTS, PT30, 8MM, BHS",Commercial Operations,2,Unit,,True,18480-006,M,20000-007,E,2.0,buy,2.0,zipline_buy,,,,101985,"Unisteel Technology (China) Co., Ltd",2025-12-31 10:21:10.925530,Aircraft,P2 EV2,Paraland,Paraland,240.0,6220.0,1500.0,30.0,6955.0,0.0,0.00038571427999999997,70985.0,71490.0,0.0,0.0,0.0,0.0,0.0,0.00038571427999999997,70985.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|13051-000|A|,|20000-007|18480-006|13051-000|,13051-000,A,"COTS, THREADLOCKER, LOCTITE 243",Commercial Operations,2,Unit,lot,True,18480-006,M,20000-007,E,2.0,buy,2.0,zipline_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,240.0,1166.0,50.0,30.0,1302.0,43.75,0.04,417.0,312.0,0.0,0.0,0.0,0.0,43.75,0.04,417.0,0.0,0.0,0.0,0.0,>= 2 weeks and < 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|19351-003|E|,|20000-007|18480-006|19351-003|,19351-003,E,"PISTON, PARALAND, ZIP, P2",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,102188,Fong Chen Plastic Technology Ind.(Suzhou) Co LTD,2025-10-28 14:53:52.841374,Aircraft,P2 EV2,Paraland,Paraland,120.0,322.0,10.0,15.0,406.0,0.0,0.013857143,716.0,683.0,0.0,0.0,0.0,0.0,0.0,0.013857143,716.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|19354-006|A|,|20000-007|18480-006|19354-006|,19354-006,A,"PARACHUTE ASSY, PARALAND, ZIP, P2",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,104007,TechChutes LLC,2026-02-24 16:52:41.707193,Aircraft,P2 EV2,Paraland,Paraland,120.0,322.0,10.0,15.0,406.0,83.125,0.00571428,556.0,523.0,0.0,25.0,200.0,25.0,83.125,0.00571428,556.0,0.0,25.0,200.0,25.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,>= 100% of total demand past 8 weeks
|20000-007|E|18480-006|M|19354-006|A|28987-006|A|,|20000-007|18480-006|19354-006|28987-006|,28987-006,A,"RIP STITCHED, 1/8"" BRIDLE, PARALAND, ZIP, P2",Commercial Operations,3,Unit,,False,19354-006,A,20000-007,E,1.0,buy,1.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,120.0,332.0,0.0,15.0,416.0,0.0,0.0,0.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|19354-006|A|50315-002|A|,|20000-007|18480-006|19354-006|50315-002|,50315-002,A,"SLIDER, PARALAND, AIRCRAFT, P2",Commercial Operations,3,Unit,,False,19354-006,A,20000-007,E,1.0,buy,1.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,120.0,332.0,0.0,15.0,416.0,0.0,0.0,0.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|19354-006|A|50315-002|A|0101506-000|A|,|20000-007|18480-006|19354-006|50315-002|0101506-000|,0101506-000,A,"DOUBLE RING, SLIDER, PARACHUTE, PARALAND, AIRCRAFT, P2",Commercial Operations,4,Unit,,False,50315-002,A,20000-007,E,12.0,buy,12.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,1440.0,3984.0,0.0,180.0,4992.0,0.0,0.0,0.0,-516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|19354-006|A|50407-001|A|,|20000-007|18480-006|19354-006|50407-001|,50407-001,A,"CANOPY, PARALAND, AIRCRAFT, P2",Commercial Operations,3,Unit,,False,19354-006,A,20000-007,E,1.0,buy,1.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,120.0,332.0,0.0,15.0,416.0,0.0,0.0,0.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|19354-006|A|50413-000|B|,|20000-007|18480-006|19354-006|50413-000|,50413-000,B,FREE-BAG_PARALAND_AIRCRAFT_P2,Commercial Operations,3,Unit,,False,19354-006,A,20000-007,E,1.0,buy,1.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,120.0,332.0,0.0,15.0,416.0,0.0,0.0,0.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|23856-000|A|,|20000-007|18480-006|23856-000|,23856-000,A,"SCREW, M4 X 0.7 MM, 10 MM, BHS, COTS",Commercial Operations,2,Unit,,True,18480-006,M,20000-007,E,4.0,buy,4.0,zipline_buy,,,,101985,"Unisteel Technology (China) Co., Ltd",2025-12-31 10:21:10.925530,Aircraft,P2 EV2,Paraland,Paraland,480.0,24090.0,0.0,60.0,19515.0,5.0,0.171428575,62455.0,59191.0,0.0,0.0,0.0,0.0,5.0,0.171428575,62455.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|25485-000|A|,|20000-007|18480-006|25485-000|,25485-000,A,"AUTOLIV MGC, 550MG ",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,101600,"Autoliv ASP, Inc.",2025-09-10 18:15:27.660694,Aircraft,P2 EV2,Paraland,Paraland,120.0,322.0,10.0,15.0,406.0,68.75,0.011688310909090909,637.0,604.0,0.0,0.0,0.0,0.0,68.75,0.011688310909090909,637.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,>= 100% of total demand past 8 weeks
|20000-007|E|18480-006|M|25490-001|B|,|20000-007|18480-006|25490-001|,25490-001,B,"COTS, O-RING, SILICONE -112",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,2.0,buy,2.0,zipline_buy,,,,103608,MCMASTER-CARR SUPPLY COMPANY,2026-01-28 10:12:38.707775,Aircraft,P2 EV2,Paraland,Paraland,240.0,644.0,20.0,30.0,812.0,0.0,0.0037142856666666666,2660.0,2594.0,0.0,0.0,0.0,0.0,0.0,0.0037142856666666666,2660.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|25492-000|A|,|20000-007|18480-006|25492-000|,25492-000,A,"PARALAND WIRE HARNESS, ZIP, P2",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,101599,GREATLINK INTERNATIONAL INC,2025-09-10 17:54:33.618397,Aircraft,P2 EV2,Paraland,Paraland,120.0,120.0,0.0,15.0,15.0,0.0,0.029120878846153844,156.0,141.0,0.0,0.0,0.0,0.0,0.0,0.029120878846153844,156.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|25492-000|A|25383-000|A|,|20000-007|18480-006|25492-000|25383-000|,25383-000,A,"CONNECTOR, M5 4-PIN, MALE, SOLDER CUP",Commercial Operations,3,Unit,,False,25492-000,A,20000-007,E,1.0,buy,1.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,120.0,2688.0,0.0,15.0,1680.0000000000002,0.0,0.0,0.0,-336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|25492-000|A|27837-000|A|,|20000-007|18480-006|25492-000|27837-000|,27837-000,A,"SPLICE, BUTT SPLICE, 26-22AWG",Commercial Operations,3,Unit,,False,25492-000,A,20000-007,E,2.0,buy,2.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,240.0,904.0,0.0,30.0,862.0,0.0,0.0,0.0,-116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|25492-000|A|27848-000|A|,|20000-007|18480-006|25492-000|27848-000|,27848-000,A,"WIRE, 26AWG (19x38), TINNED COPPER, XLPE INSULATION, 0.8-1.07MM OD, RED",Commercial Operations,3,Unit,,False,25492-000,A,20000-007,E,147.0,buy,147.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,17640.0,43056.0,0.0,2205.0,19830.0,0.0,0.0,0.0,-5382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|25492-000|A|27849-000|A|,|20000-007|18480-006|25492-000|27849-000|,27849-000,A,"LOW PRESSURE OVERMOLD, TECHNOMELT PA638",Commercial Operations,3,Unit,,False,25492-000,A,20000-007,E,1.0,buy,1.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,120.0,1584.0,0.0,15.0,870.0,0.0,0.0,0.0,-198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|25492-000|A|27850-000|A|,|20000-007|18480-006|25492-000|27850-000|,27850-000,A,"HEAT SHRINK TUBING, ADHESIVE LINED POLYOLEFIN, 3:1 SHRINK RATIO, 1/8 INCH ID, BLACK",Commercial Operations,3,Unit,,True,25492-000,A,20000-007,E,6.0,buy,6.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,720.0,4484.0,0.0,90.0,2951.0000000000005,0.0,0.1099476439790576,1400.0,838.0,0.0,0.0,0.0,0.0,0.0,0.1099476439790576,1400.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|25492-000|A|28540-000|A|,|20000-007|18480-006|25492-000|28540-000|,28540-000,A,"HEAT SHRINK TUBING, POLYOLEFIN, 3:1 SHRINK RATIO, 1/8 INCH ID, WHITE",Commercial Operations,3,Unit,,False,25492-000,A,20000-007,E,3.0,buy,3.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,360.0,3016.0,0.0,45.0,3142.0,0.0,0.0,0.0,-380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|25492-000|A|29377-000|A|,|20000-007|18480-006|25492-000|29377-000|,29377-000,A,"COTS, SUBHARNESS, ABX-5, CODE X, 0.35MM^2 WIRE, 120MM MIN WIRE LENGTH",Commercial Operations,3,Unit,,False,25492-000,A,20000-007,E,1.0,buy,1.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,120.0,332.0,0.0,15.0,416.0,0.0,0.0,0.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|29349-000|A|,|20000-007|18480-006|29349-000|,29349-000,A,"COTS, O-RING, SILICONE, 10MM DIA",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,120.0,120.0,0.0,15.0,15.0,0.0,0.0165,2112.0,2097.0,0.0,0.0,0.0,0.0,0.0,0.0165,2112.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|36400-001|B|,|20000-007|18480-006|36400-001|,36400-001,B,"ENDRING/CANISTER OVERMOLD, PARALAND, ZIP, P2",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,103423,"Shenzhen Smartlife Technology Co.,LTD",2026-01-17 09:09:17.376080,Aircraft,P2 EV2,Paraland,Paraland,120.0,120.0,0.0,15.0,15.0,0.0,0.04852092297979798,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.04852092297979798,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|36400-001|B|19350-003|E|,|20000-007|18480-006|36400-001|19350-003|,19350-003,E,"CANISTER, PARALAND TUBE, ZIP, P2",Commercial Operations,3,Unit,,False,36400-001,B,20000-007,E,1.0,buy,1.0,supplier_buy,,,,100208,"Shenzhen Smartlife Technology Co.,LTD",2025-05-09 16:18:00.601527,Aircraft,P2 EV2,Paraland,Paraland,120.0,332.0,0.0,15.0,416.0,0.0,0.0,0.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|36400-001|B|36401-001|B|,|20000-007|18480-006|36400-001|36401-001|,36401-001,B,"LOAD PLATE, PARALAND, ZIP, P2",Commercial Operations,3,Unit,,False,36400-001,B,20000-007,E,2.0,buy,2.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,240.0,664.0,0.0,30.0,832.0,0.0,0.0,0.0,-86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|36402-000|A|,|20000-007|18480-006|36402-000|,36402-000,A,"LOAD ANCHOR, PARALAND, ZIP, P2",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,2.0,buy,2.0,zipline_buy,,,,104006,"Shenzhen Smartlife Technology Co.,LTD",2026-02-24 16:48:16.262856,Aircraft,P2 EV2,Paraland,Paraland,240.0,644.0,20.0,30.0,812.0,0.0,0.02089066812609457,85.0,19.0,0.0,0.0,0.0,0.0,0.0,0.02089066812609457,85.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|40339-001|B|,|20000-007|18480-006|40339-001|,40339-001,B,"SEALING LID V2, PARALAND, ZIP, P2",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,120.0,322.0,10.0,15.0,406.0,125.0,0.0021428569999999997,1067.0,1034.0,0.0,0.0,1000.0,125.0,125.0,0.0021428569999999997,1067.0,0.0,0.0,1000.0,125.0,>= 3 weeks of demand,>= 100% of total demand next 8 weeks,>= 100% of total demand past 8 weeks
|20000-007|E|18480-006|M|42719-000|A|,|20000-007|18480-006|42719-000|,42719-000,A,"MGG SNORKEL MOUNT, PARALAND, ZIP, P2",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,104006,"Shenzhen Smartlife Technology Co.,LTD",2026-02-24 16:48:16.262856,Aircraft,P2 EV2,Paraland,Paraland,120.0,322.0,10.0,15.0,406.0,0.0,0.12422360144927536,135.0,102.0,0.0,0.0,0.0,0.0,0.0,0.12422360144927536,135.0,0.0,0.0,0.0,0.0,>= 2 weeks and < 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|42720-000|A|,|20000-007|18480-006|42720-000|,42720-000,A,"MGG SNORKEL MOUNT CAP, PARALAND, ZIP, P2",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,104006,"Shenzhen Smartlife Technology Co.,LTD",2026-02-24 16:48:16.262856,Aircraft,P2 EV2,Paraland,Paraland,120.0,322.0,10.0,15.0,406.0,0.0,0.04043956,106.0,73.0,0.0,0.0,0.0,0.0,0.0,0.04043956,106.0,0.0,0.0,0.0,0.0,>= 2 weeks and < 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|42721-000|A|,|20000-007|18480-006|42721-000|,42721-000,A,"MGG CAP, PARALAND, ZIP, P2",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,104006,"Shenzhen Smartlife Technology Co.,LTD",2026-02-24 16:48:16.262856,Aircraft,P2 EV2,Paraland,Paraland,120.0,322.0,10.0,15.0,406.0,0.0,0.040571428,99.0,66.0,0.0,0.0,0.0,0.0,0.0,0.040571428,99.0,0.0,0.0,0.0,0.0,>= 1 week and < 2 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|42850-000|A|,|20000-007|18480-006|42850-000|,42850-000,A,"TORQUE LOOSENING INDICATOR PEN, FINE TIP, ORANGE",Commercial Operations,2,Unit,,True,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,104749,"Amazon Capital Services, Inc",2026-04-06 13:56:09.297002,Aircraft,P2 EV2,Paraland,Paraland,120.0,1124.0,0.0,15.0,851.0,7.5,0.03333333333333333,73.0,-69.0,0.0,0.0,0.0,0.0,7.5,0.03333333333333333,73.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|18480-006|M|52297-000|B|,|20000-007|18480-006|52297-000|,52297-000,B,"REEF CAP, PARALAND, AIRCRAFT, P2",Commercial Operations,2,Unit,,False,18480-006,M,20000-007,E,1.0,buy,1.0,zipline_buy,,,,,,,Aircraft,P2 EV2,Paraland,Paraland,120.0,120.0,0.0,15.0,15.0,0.0,0.0149285715,1355.0,1340.0,0.0,0.0,0.0,0.0,0.0,0.0149285715,1355.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|19607-006|K|,|20000-007|19607-006|,19607-006,K,"HOVER MOTOR ASSY, CCW MOTOR, ZIP, P2",Commercial Operations,1,Unit,serial,False,20000-007,E,20000-007,E,2.0,buy,2.0,zipline_buy,,19607-004,,101298,"Aster Co., Ltd.",2026-03-19 14:55:04.669555,Aircraft,P2 EV2,Hover Motors,Hover Motors,240.0,228.0,12.0,30.0,18.0,51.875,0.014285700000000002,420.0,402.0,0.0,0.0,0.0,0.0,51.875,0.014285700000000002,420.0,0.0,20.0,-20.0,-2.5,>= 3 weeks of demand,< 50% of total demand next 8 weeks,>= 100% of total demand past 8 weeks
|20000-007|E|19607-006|K|0110653-000|A|,|20000-007|19607-006|0110653-000|,0110653-000,A,ADHESIVE TB-1226G,Commercial Operations,2,Unit,,False,19607-006,K,20000-007,E,1.0,buy,2.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Hover Motors,Hover Motors,240.0,480.0,0.0,30.0,60.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|19607-006|K|0111010-000|A|,|20000-007|19607-006|0111010-000|,0111010-000,A,"SILICON HOVER FLEX GASKET, 1.6MM, ZIP, P2",Development,2,Unit,,False,19607-006,K,20000-007,E,1.0,buy,2.0,supplier_buy,,,,102108,BIZLINK TECHNOLOGY INC,2025-10-22 16:33:09.371184,Aircraft,P2 EV2,Hover Motors,Hover Motors,240.0,480.0,0.0,30.0,60.0,0.0,0.0,0.0,-60.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|19607-006|K|0111010-000|A|,|20000-007|19607-006|0111010-000|,0111010-000,A,"SILICON HOVER FLEX GASKET, 1.6MM, ZIP, P2",Development,2,Unit,,False,19607-006,K,20000-007,E,1.0,buy,2.0,supplier_buy,,,,102108,BIZLINK TECHNOLOGY INC,2025-10-22 16:33:09.371184,Aircraft,P2 EV2,Hover Motors,Hover Motors,240.0,480.0,0.0,30.0,60.0,0.0,0.0,0.0,-60.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|19607-006|K|01230-000|A|,|20000-007|19607-006|01230-000|,01230-000,A,"VENT, WATER PROOF, GORE P/N VE70510",Commercial Operations,2,Unit,,True,19607-006,K,20000-007,E,1.0,buy,2.0,supplier_buy,,,,100633,Sealing Devices Inc,2025-06-25 15:19:45.568658,Aircraft,P2 EV2,Hover Motors,Hover Motors,240.0,1448.0,0.0,30.0,1679.0,0.0,0.027714286,1000.0,813.0,0.0,0.0,0.0,0.0,0.0,0.027714286,1000.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|20000-007|E|19607-006|K|19591-003|A|,|20000-007|19607-006|19591-003|,19591-003,A,"ROTOR ASSY, HOVER MOTOR, ZIP, P2",Development,2,Unit,,False,19607-006,K,20000-007,E,1.0,buy,2.0,supplier_buy,,,,,,,Aircraft,P2 EV2,Hover Motors,Hover Motors,240.0,480.0,0.0,30.0,60.0,0.0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
